iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
ISR,Asia,Israel,11/21/2021,9449000,1339308,237,455.857,8189,6,3.143,141740.713,25.082,48.244,866.653,0.635,0.333,0.98,86,9.101,236,24.976,7,0.741,92,9.736
ISR,Asia,Israel,11/22/2021,9449000,1339762,454,463.714,8190,1,3.286,141788.761,48.047,49.075,866.758,0.106,0.348,1,91,9.631,248,26.246,9,0.952,98,10.371
ISR,Asia,Israel,11/23/2021,9449000,1340477,715,489.286,8192,2,2.857,141864.43,75.669,51.782,866.97,0.212,0.302,1.02,89,9.419,249,26.352,12,1.27,99,10.477
ISR,Asia,Israel,11/24/2021,9449000,1341080,603,495.714,8192,0,2.286,141928.246,63.816,52.462,866.97,0,0.242,1.04,83,8.784,246,26.035,13,1.376,102,10.795
ISR,Asia,Israel,11/25/2021,9449000,1341623,543,504.286,8195,3,2.571,141985.713,57.466,53.369,867.288,0.317,0.272,1.06,79,8.361,232,24.553,12,1.27,98,10.371
ISR,Asia,Israel,11/26/2021,9449000,1342161,538,514.143,8198,3,2.571,142042.65,56.937,54.412,867.605,0.317,0.272,1.07,80,8.467,234,24.765,13,1.376,96,10.16
ISR,Asia,Israel,11/27/2021,9449000,1342703,542,518.857,8200,2,2.429,142100.011,57.361,54.911,867.817,0.212,0.257,1.08,79,8.361,234,24.765,12,1.27,103,10.901
ISR,Asia,Israel,11/28/2021,9449000,1342872,169,509.143,8201,1,1.714,142117.896,17.885,53.883,867.923,0.106,0.181,1.09,79,8.361,236,24.976,14,1.482,100,10.583
ISR,Asia,Israel,11/29/2021,9449000,1343414,542,521.714,8204,3,2,142175.257,57.361,55.214,868.24,0.317,0.212,1.1,78,8.255,237,25.082,12,1.27,96,10.16
ISR,Asia,Israel,11/30/2021,9449000,1344114,700,519.571,8207,3,2.143,142249.339,74.082,54.987,868.558,0.317,0.227,1.1,76,8.043,248,26.246,9,0.952,108,11.43
ISR,Asia,Israel,12/1/2021,9449000,1344691,577,515.857,8210,3,2.571,142310.403,61.065,54.594,868.875,0.317,0.272,1.09,73,7.726,239,25.294,9,0.952,104,11.006
ISR,Asia,Israel,12/2/2021,9449000,1345254,563,518.714,8211,1,2.286,142369.986,59.583,54.896,868.981,0.106,0.242,1.1,74,7.832,238,25.188,10,1.058,100,10.583
ISR,Asia,Israel,12/3/2021,9449000,1345774,520,516.143,8213,2,2.143,142425.019,55.032,54.624,869.193,0.212,0.227,1.11,74,7.832,238,25.188,11,1.164,106,11.218
ISR,Asia,Israel,12/4/2021,9449000,1346260,486,508.143,8214,1,2,142476.453,51.434,53.777,869.298,0.106,0.212,1.12,71,7.514,233,24.659,11,1.164,101,10.689
ISR,Asia,Israel,12/5/2021,9449000,1346508,248,519.429,8216,2,2.143,142502.699,26.246,54.972,869.51,0.212,0.227,1.14,72,7.62,246,26.035,7,0.741,106,11.218
ISR,Asia,Israel,12/6/2021,9449000,1347047,539,519,8217,1,1.857,142559.742,57.043,54.926,869.616,0.106,0.197,1.15,71,7.514,255,26.987,7,0.741,109,11.536
ISR,Asia,Israel,12/7/2021,9449000,1347786,739,524.571,8219,2,1.714,142637.951,78.209,55.516,869.827,0.212,0.181,1.16,67,7.091,256,27.093,6,0.635,105,11.112
ISR,Asia,Israel,12/8/2021,9449000,1348598,812,558.143,8222,3,1.714,142723.886,85.935,59.069,870.145,0.317,0.181,1.16,62,6.562,248,26.246,6,0.635,110,11.641
ISR,Asia,Israel,12/9/2021,9449000,1349312,714,579.714,8228,6,2.429,142799.45,75.564,61.352,870.78,0.635,0.257,1.16,61,6.456,250,26.458,7,0.741,115,12.171
ISR,Asia,Israel,12/10/2021,9449000,1349959,647,597.857,8229,1,2.286,142867.923,68.473,63.272,870.886,0.106,0.242,1.17,59,6.244,248,26.246,6,0.635,115,12.171
ISR,Asia,Israel,12/11/2021,9449000,1350566,607,615.143,8231,2,2.429,142932.162,64.24,65.101,871.097,0.212,0.257,1.17,56,5.927,258,27.304,6,0.635,126,13.335
ISR,Asia,Israel,12/12/2021,9449000,1350802,236,613.429,8232,1,2.286,142957.138,24.976,64.92,871.203,0.106,0.242,1.19,54,5.715,265,28.045,6,0.635,121,12.806
ISR,Asia,Israel,12/13/2021,9449000,1351294,492,606.714,8234,2,2.429,143009.207,52.069,64.209,871.415,0.212,0.257,1.21,56,5.927,257,27.199,5,0.529,119,12.594
ISR,Asia,Israel,12/14/2021,9449000,1352066,772,611.429,8238,4,2.714,143090.909,81.702,64.708,871.838,0.423,0.287,1.24,56,5.927,265,28.045,5,0.529,119,12.594
ISR,Asia,Israel,12/15/2021,9449000,1352768,702,595.714,8239,1,2.429,143165.203,74.294,63.045,871.944,0.106,0.257,1.27,54,5.715,263,27.834,5,0.529,117,12.382
ISR,Asia,Israel,12/16/2021,9449000,1353557,789,606.429,8240,1,1.714,143248.704,83.501,64.179,872.05,0.106,0.181,1.31,53,5.609,271,28.68,4,0.423,122,12.911
ISR,Asia,Israel,12/17/2021,9449000,1354419,862,637.143,8241,1,1.714,143339.93,91.227,67.43,872.156,0.106,0.181,1.36,52,5.503,275,29.104,4,0.423,125,13.229
ISR,Asia,Israel,12/18/2021,9449000,1355296,877,675.714,8243,2,1.714,143432.744,92.814,71.512,872.367,0.212,0.181,1.4,48,5.08,283,29.95,5,0.529,120,12.7
ISR,Asia,Israel,12/19/2021,9449000,1355689,393,698.143,8245,2,1.857,143474.336,41.592,73.885,872.579,0.212,0.197,1.45,48,5.08,294,31.114,9,0.952,125,13.229
ISR,Asia,Israel,12/20/2021,9449000,1356713,1024,774.143,8247,2,1.857,143582.707,108.371,81.929,872.791,0.212,0.197,1.49,46,4.868,309,32.702,10,1.058,138,14.605
ISR,Asia,Israel,12/21/2021,9449000,1358044,1331,854,8249,2,1.571,143723.569,140.861,90.38,873.002,0.212,0.166,1.53,42,4.445,305,32.279,10,1.058,132,13.97
ISR,Asia,Israel,12/22/2021,9449000,1359244,1200,925.143,8249,0,1.429,143850.566,126.998,97.909,873.002,0,0.151,1.58,43,4.551,319,33.76,9,0.952,143,15.134
ISR,Asia,Israel,12/23/2021,9449000,1360659,1415,1014.571,8249,0,1.286,144000.317,149.751,107.373,873.002,0,0.136,1.64,46,4.868,345,36.512,9,0.952,158,16.721
ISR,Asia,Israel,12/24/2021,9449000,1362173,1514,1107.714,8250,1,1.286,144160.546,160.229,117.231,873.108,0.106,0.136,1.7,43,4.551,356,37.676,8,0.847,175,18.52
ISR,Asia,Israel,12/25/2021,9449000,1363962,1789,1238,8251,1,1.143,144349.878,189.332,131.019,873.214,0.106,0.121,1.75,42,4.445,362,38.311,7,0.741,178,18.838
ISR,Asia,Israel,12/26/2021,9449000,1364768,806,1297,8251,0,0.857,144435.178,85.3,137.263,873.214,0,0.091,1.82,45,4.762,396,41.909,5,0.529,197,20.849
ISR,Asia,Israel,12/27/2021,9449000,1366573,1805,1408.571,8253,2,0.857,144626.204,191.026,149.071,873.426,0.212,0.091,1.89,43,4.551,422,44.661,4,0.423,222,23.495
ISR,Asia,Israel,12/28/2021,9449000,1369545,2972,1643,8256,3,1,144940.734,314.531,173.881,873.743,0.317,0.106,1.96,46,4.868,440,46.566,5,0.529,257,27.199
ISR,Asia,Israel,12/29/2021,9449000,1372786,3241,1934.571,8257,1,1.143,145283.734,342.999,204.738,873.849,0.106,0.121,2.01,43,4.551,467,49.423,6,0.635,284,30.056
ISR,Asia,Israel,12/30/2021,9449000,1376857,4071,2314,8259,2,1.429,145714.573,430.839,244.894,874.061,0.212,0.151,2.07,43,4.551,507,53.656,5,0.529,312,33.019
ISR,Asia,Israel,12/31/2021,9449000,1381936,5079,2823.286,8259,0,1.286,146252.09,537.517,298.792,874.061,0,0.136,2.1,42,4.445,546,57.784,5,0.529,334,35.348
ISR,Asia,Israel,1/1/2022,9449000,1387429,5493,3352.429,8260,1,1.286,146833.422,581.331,354.792,874.167,0.106,0.136,2.14,42,4.445,572,60.536,6,0.635,375,39.687
ISR,Asia,Israel,1/2/2022,9449000,1391659,4230,3841.571,8262,2,1.571,147281.088,447.666,406.559,874.378,0.212,0.166,2.16,43,4.551,638,67.52,4,0.423,420,44.449
ISR,Asia,Israel,1/3/2022,9449000,1398268,6609,4527.857,8267,5,2,147980.527,699.439,479.189,874.907,0.529,0.212,2.19,42,4.445,708,74.929,5,0.529,483,51.117
ISR,Asia,Israel,1/4/2022,9449000,1409222,10954,5668.143,8271,4,2.143,149139.803,1159.276,599.867,875.331,0.423,0.227,2.22,46,4.868,798,84.453,9,0.952,570,60.324
ISR,Asia,Israel,1/5/2022,9449000,1421863,12641,7011,8272,1,2.143,150477.617,1337.814,741.983,875.437,0.106,0.227,2.26,48,5.08,892,94.402,9,0.952,665,70.378
ISR,Asia,Israel,1/6/2022,9449000,1440476,18613,9088.429,8276,4,2.429,152447.455,1969.838,961.84,875.86,0.423,0.257,2.26,50,5.292,965,102.127,11,1.164,753,79.691
ISR,Asia,Israel,1/7/2022,9449000,1459613,19137,11096.714,8278,2,2.714,154472.748,2025.294,1174.38,876.072,0.212,0.287,2.24,52,5.503,1041,110.17,17,1.799,863,91.332
ISR,Asia,Israel,1/8/2022,9449000,1481636,22023,13458.143,8281,3,3,156803.471,2330.723,1424.293,876.389,0.317,0.317,2.21,57,6.032,1138,120.436,20,2.117,986,104.35
ISR,Asia,Israel,1/9/2022,9449000,1504543,22907,16126.286,8286,5,3.429,159227.749,2424.278,1706.666,876.918,0.529,0.363,2.18,61,6.456,1344,142.237,24,2.54,1196,126.574
ISR,Asia,Israel,1/10/2022,9449000,1535723,31180,19636.429,8294,8,3.857,162527.569,3299.82,2078.149,877.765,0.847,0.408,2.14,69,7.302,1494,158.112,32,3.387,1401,148.27
ISR,Asia,Israel,1/11/2022,9449000,1577171,41448,23992.714,8303,9,4.571,166914.065,4386.496,2539.18,878.717,0.952,0.484,2.05,74,7.832,1579,167.108,32,3.387,1523,161.181
ISR,Asia,Israel,1/12/2022,9449000,1624662,47491,28971.286,8310,7,5.429,171940.099,5026.035,3066.069,879.458,0.741,0.575,1.94,78,8.255,1733,183.406,39,4.127,1719,181.924
ISR,Asia,Israel,1/13/2022,9449000,1673257,48595,33254.429,8318,8,6,177082.972,5142.872,3519.36,880.305,0.847,0.635,1.78,81,8.572,1851,195.894,45,4.762,1935,204.784
ISR,Asia,Israel,1/14/2022,9449000,1722528,49271,37559.286,8329,11,7.286,182297.386,5214.414,3974.948,881.469,1.164,0.771,1.64,95,10.054,1968,208.276,49,5.186,2124,224.786
ISR,Asia,Israel,1/15/2022,9449000,1768418,45890,40968.857,8341,12,8.571,187153.985,4856.599,4335.788,882.739,1.27,0.907,1.53,109,11.536,2064,218.436,64,6.773,2287,242.036
ISR,Asia,Israel,1/16/2022,9449000,1813518,45100,44139.286,8360,19,10.571,191926.976,4772.992,4671.318,884.75,2.011,1.119,1.4,114,12.065,2314,244.894,68,7.197,2426,256.747
ISR,Asia,Israel,1/17/2022,9449000,1878329,64811,48943.714,8379,19,12.143,198786.009,6859.033,5179.777,886.761,2.011,1.285,1.28,118,12.488,2459,260.239,72,7.62,2586,273.68
ISR,Asia,Israel,1/18/2022,9449000,1950424,72095,53321.857,8402,23,14.143,206415.917,7629.908,5643.122,889.195,2.434,1.497,1.24,146,15.451,2593,274.421,82,8.678,2806,296.963
ISR,Asia,Israel,1/19/2022,9449000,2024341,73917,57097,8422,20,16,214238.65,7822.733,6042.65,891.311,2.117,1.693,1.25,143,15.134,2661,281.617,88,9.313,2889,305.747
ISR,Asia,Israel,1/20/2022,9449000,2099491,75150,60890.571,8448,26,18.571,222191.872,7953.223,6444.129,894.063,2.752,1.965,1.26,161,17.039,2823,298.762,95,10.054,3076,325.537
ISR,Asia,Israel,1/21/2022,9449000,2174638,75147,64587.143,8474,26,20.714,230144.777,7952.905,6835.342,896.814,2.752,2.192,1.26,180,19.05,2865,303.207,112,11.853,3210,339.718
ISR,Asia,Israel,1/22/2022,9449000,2240290,65652,67410.286,8512,38,24.429,237092.814,6948.037,7134.119,900.836,4.022,2.585,1.25,202,21.378,2886,305.429,116,12.276,3273,346.386
ISR,Asia,Israel,1/23/2022,9449000,2308251,67961,70676.143,8553,41,27.571,244285.215,7192.401,7479.748,905.175,4.339,2.918,1.26,211,22.33,3221,340.883,125,13.229,3427,362.684
ISR,Asia,Israel,1/24/2022,9449000,2393534,85283,73600.714,8594,41,30.714,253310.827,9025.611,7789.26,909.514,4.339,3.251,1.3,222,23.495,3315,350.831,139,14.711,3525,373.055
ISR,Asia,Israel,1/25/2022,9449000,2477309,83775,75269.286,8649,55,35.286,262176.844,8866.018,7965.847,915.335,5.821,3.734,1.24,236,24.976,3405,360.356,157,16.616,3665,387.872
ISR,Asia,Israel,1/26/2022,9449000,2553706,76397,75623.571,8693,44,38.714,270262.038,8085.194,8003.341,919.992,4.657,4.097,1.17,243,25.717,3374,357.075,171,18.097,3714,393.057
ISR,Asia,Israel,1/27/2022,9449000,2621632,67926,74591.571,8746,53,42.571,277450.736,7188.697,7894.123,925.601,5.609,4.505,1.12,276,29.209,3353,354.852,194,20.531,3657,387.025
ISR,Asia,Israel,1/28/2022,9449000,2679398,57766,72108.571,8781,35,43.857,283564.187,6113.451,7631.344,929.305,3.704,4.641,1.07,280,29.633,3318,351.148,197,20.849,3625,383.638
ISR,Asia,Israel,1/29/2022,9449000,2733192,53794,70414.571,8833,52,45.857,289257.276,5693.089,7452.066,934.808,5.503,4.853,1.03,293,31.009,3287,347.867,198,20.955,3622,383.321
ISR,Asia,Israel,1/30/2022,9449000,2782659,49467,67772.571,8889,56,48,294492.433,5235.157,7172.46,940.734,5.927,5.08,0.99,321,33.972,3625,383.638,215,22.754,3602,381.204
ISR,Asia,Israel,1/31/2022,9449000,2857219,74560,66240.714,8943,54,49.857,302383.215,7890.782,7010.341,946.449,5.715,5.276,0.94,317,33.549,3714,393.057,213,22.542,3591,380.04
ISR,Asia,Israel,2/1/2022,9449000,2925132,67913,63974.714,8999,56,50,309570.537,7187.321,6770.527,952.376,5.927,5.292,0.92,338,35.771,3603,381.31,217,22.965,3438,363.848
ISR,Asia,Israel,2/2/2022,9449000,2985705,60573,61714.143,9064,65,53,315981.056,6410.52,6531.288,959.255,6.879,5.609,0.88,345,36.512,3567,377.5,223,23.6,3528,373.373
ISR,Asia,Israel,2/3/2022,9449000,3046640,60935,60715.429,9136,72,55.714,322429.887,6448.831,6425.593,966.875,7.62,5.896,0.84,343,36.3,3530,373.585,221,23.389,3486,368.928
ISR,Asia,Israel,2/4/2022,9449000,3093436,46796,59148.286,9208,72,61,327382.369,4952.482,6259.74,974.495,7.62,6.456,0.81,349,36.935,3468,367.023,217,22.965,3489,369.245
ISR,Asia,Israel,2/5/2022,9449000,3131724,38288,56933.143,9261,53,61.143,331434.438,4052.069,6025.309,980.104,5.609,6.471,0.79,358,37.888,3374,357.075,217,22.965,3417,361.626
ISR,Asia,Israel,2/6/2022,9449000,3165394,33670,54676.429,9323,62,62,334997.778,3563.34,5786.478,986.665,6.562,6.562,0.77,361,38.205,3597,380.675,214,22.648,3329,352.312
ISR,Asia,Israel,2/7/2022,9449000,3218150,52756,51561.571,9385,62,63.143,340581.014,5583.236,5456.828,993.227,6.562,6.682,0.74,368,38.946,3541,374.749,223,23.6,3195,338.131
ISR,Asia,Israel,2/8/2022,9449000,3262191,44041,48151.286,9458,73,65.571,345241.93,4660.916,5095.913,1000.952,7.726,6.94,0.71,348,36.829,3445,364.589,206,21.801,3150,333.369
ISR,Asia,Israel,2/9/2022,9449000,3300497,38306,44970.286,9518,60,64.857,349295.904,4053.974,4759.264,1007.302,6.35,6.864,0.69,325,34.395,3212,339.93,189,20.002,2889,305.747
ISR,Asia,Israel,2/10/2022,9449000,3337932,37435,41613.143,9575,57,62.714,353257.699,3961.795,4403.973,1013.335,6.032,6.637,0.68,325,34.395,3082,326.172,174,18.415,2766,292.729
ISR,Asia,Israel,2/11/2022,9449000,3365883,27951,38921,9649,74,63,356215.79,2958.091,4119.06,1021.166,7.832,6.667,0.67,316,33.443,2871,303.842,170,17.991,2582,273.256
ISR,Asia,Israel,2/12/2022,9449000,3388413,22530,36669.857,9705,56,63.429,358600.169,2384.379,3880.819,1027.093,5.927,6.713,0.65,305,32.279,2757,291.777,165,17.462,2487,263.202
ISR,Asia,Israel,2/13/2022,9449000,3406470,18057,34439.429,9762,57,62.714,360511.165,1910.996,3644.77,1033.125,6.032,6.637,0.64,322,34.078,2825,298.973,162,17.145,2296,242.989
ISR,Asia,Israel,2/14/2022,9449000,3438114,31644,31423.429,9809,47,60.571,363860.091,3348.926,3325.582,1038.099,4.974,6.41,0.61,334,35.348,2765,292.624,152,16.086,2164,229.019
ISR,Asia,Israel,2/15/2022,9449000,3461812,23698,28517.286,9859,50,57.286,366368.081,2507.99,3018.022,1043.391,5.292,6.063,0.6,324,34.289,2624,277.701,147,15.557,1980,209.546
ISR,Asia,Israel,2/16/2022,9449000,3482252,20440,25965,9898,39,54.286,368531.273,2163.192,2747.91,1047.518,4.127,5.745,0.59,309,32.702,2494,263.943,143,15.134,1923,203.514
ISR,Asia,Israel,2/17/2022,9449000,3503567,21315,23662.143,9935,37,51.429,370787.067,2255.794,2504.195,1051.434,3.916,5.443,0.58,298,31.538,2433,257.488,131,13.864,1809,191.449
ISR,Asia,Israel,2/18/2022,9449000,3519084,15517,21885.857,9973,38,46.286,372429.252,1642.184,2316.209,1055.456,4.022,4.898,0.58,289,30.585,2211,233.993,119,12.594,1693,179.172
ISR,Asia,Israel,2/19/2022,9449000,3531678,12594,20466.429,9998,25,41.857,373762.091,1332.839,2165.989,1058.101,2.646,4.43,0.57,307,32.49,2121,224.468,118,12.488,1613,170.706
ISR,Asia,Israel,2/20/2022,9449000,3542049,10371,19368.429,10024,26,37.429,374859.668,1097.576,2049.786,1060.853,2.752,3.961,0.57,309,32.702,2180,230.712,114,12.065,1509,159.699
ISR,Asia,Israel,2/21/2022,9449000,3559769,17720,17379.286,10056,32,35.286,376734.998,1875.331,1839.272,1064.24,3.387,3.734,0.56,291,30.797,2117,224.045,93,9.842,1410,149.222
ISR,Asia,Israel,2/22/2022,9449000,3572853,13084,15863,10083,27,32,378119.695,1384.697,1678.802,1067.097,2.857,3.387,0.55,288,30.479,1966,208.064,90,9.525,1335,141.285
ISR,Asia,Israel,2/23/2022,9449000,3585019,12166,14681,10116,33,31.143,379407.239,1287.544,1553.709,1070.589,3.492,3.296,0.56,269,28.469,1863,197.164,88,9.313,1266,133.982
ISR,Asia,Israel,2/24/2022,9449000,3596980,11961,13344.714,10148,32,30.429,380673.087,1265.848,1412.289,1073.976,3.387,3.22,0.56,269,28.469,1765,186.792,89,9.419,1185,125.41
ISR,Asia,Israel,2/25/2022,9449000,3606137,9157,12436.143,10171,23,28.286,381642.184,969.097,1316.133,1076.41,2.434,2.994,0.57,263,27.834,1673,177.056,94,9.948,1150,121.706
ISR,Asia,Israel,2/26/2022,9449000,3613916,7779,11748.286,10195,24,28.143,382465.446,823.262,1243.336,1078.95,2.54,2.978,0.57,254,26.881,1603,169.648,80,8.467,1093,115.674
ISR,Asia,Israel,2/27/2022,9449000,3619918,6002,11124.143,10216,21,27.429,383100.646,635.199,1177.283,1081.173,2.222,2.903,0.58,261,27.622,1658,175.468,67,7.091,1036,109.641
ISR,Asia,Israel,2/28/2022,9449000,3630831,10913,10151.714,10241,25,26.429,384255.583,1154.937,1074.369,1083.818,2.646,2.797,0.58,256,27.093,1615,170.918,74,7.832,970,102.656
ISR,Asia,Israel,3/1/2022,9449000,3639360,8529,9501,10265,24,26,385158.218,902.635,1005.503,1086.358,2.54,2.752,0.59,243,25.717,1500,158.747,69,7.302,910,96.306
ISR,Asia,Israel,3/2/2022,9449000,3647114,7754,8870.714,10289,24,24.714,385978.834,820.616,938.799,1088.898,2.54,2.616,0.61,231,24.447,1439,152.291,65,6.879,833,88.157
ISR,Asia,Israel,3/3/2022,9449000,3655430,8316,8350,10301,12,21.857,386858.927,880.093,883.691,1090.168,1.27,2.313,0.62,221,23.389,1386,146.682,62,6.562,789,83.501
ISR,Asia,Israel,3/4/2022,9449000,3662242,6812,8015,10322,21,21.571,387579.85,720.923,848.238,1092.391,2.222,2.283,0.65,218,23.071,1282,135.676,54,5.715,743,78.633
ISR,Asia,Israel,3/5/2022,9449000,3668301,6059,7769.286,10334,12,19.857,388221.082,641.232,822.234,1093.661,1.27,2.102,0.67,211,22.33,1259,133.242,52,5.503,715,75.669
ISR,Asia,Israel,3/6/2022,9449000,3672979,4678,7580.143,10350,16,19.143,388716.16,495.079,802.216,1095.354,1.693,2.026,0.68,208,22.013,1270,134.406,45,4.762,671,71.013
ISR,Asia,Israel,3/7/2022,9449000,3680739,7760,7129.714,10363,13,17.429,389537.411,821.251,754.547,1096.73,1.376,1.844,0.7,193,20.425,1197,126.68,36,3.81,607,64.24
ISR,Asia,Israel,3/8/2022,9449000,3688136,7397,6968,10375,12,15.714,390320.246,782.834,737.433,1098,1.27,1.663,0.73,187,19.79,1155,122.235,36,3.81,615,65.086
ISR,Asia,Israel,3/9/2022,9449000,3694752,6616,6805.429,10389,14,14.286,391020.425,700.18,720.227,1099.481,1.482,1.512,0.77,192,20.32,1136,120.224,38,4.022,606,64.134
ISR,Asia,Israel,3/10/2022,9449000,3701702,6950,6610.286,10402,13,14.429,391755.953,735.528,699.575,1100.857,1.376,1.527,0.81,188,19.896,1126,119.166,33,3.492,601,63.605
ISR,Asia,Israel,3/11/2022,9449000,3707425,5723,6454.714,10405,3,11.857,392361.626,605.673,683.111,1101.175,0.317,1.255,0.83,178,18.838,1064,112.605,30,3.175,575,60.853
ISR,Asia,Israel,3/12/2022,9449000,3712766,5341,6352.143,10412,7,11.143,392926.871,565.245,672.256,1101.916,0.741,1.179,0.85,172,18.203,993,105.09,32,3.387,560,59.266
ISR,Asia,Israel,3/13/2022,9449000,3716737,3971,6251.143,10421,9,10.143,393347.127,420.256,661.567,1102.868,0.952,1.073,0.88,173,18.309,1017,107.63,33,3.492,544,57.572
ISR,Asia,Israel,3/14/2022,9449000,3722730,5993,5998.714,10432,11,9.857,393981.374,634.247,634.852,1104.032,1.164,1.043,0.9,170,17.991,996,105.408,34,3.598,543,57.466
ISR,Asia,Israel,3/15/2022,9449000,3729296,6566,5880,10442,10,9.571,394676.262,694.888,622.288,1105.09,1.058,1.013,0.94,160,16.933,961,101.704,29,3.069,490,51.857
ISR,Asia,Israel,3/16/2022,9449000,3735634,6338,5840.286,10447,5,8.286,395347.021,670.759,618.085,1105.62,0.529,0.877,0.99,165,17.462,978,103.503,29,3.069,476,50.376
ISR,Asia,Israel,3/17/2022,9449000,3742424,6790,5817.429,10454,7,7.429,396065.615,718.595,615.666,1106.36,0.741,0.786,1.04,161,17.039,974,103.08,37,3.916,457,48.365
ISR,Asia,Israel,3/18/2022,9449000,3749409,6985,5997.714,10461,7,8,396804.847,739.232,634.746,1107.101,0.741,0.847,1.09,162,17.145,909,96.201,38,4.022,461,48.788
ISR,Asia,Israel,3/19/2022,9449000,3756740,7331,6282,10471,10,8.429,397580.696,775.849,664.832,1108.16,1.058,0.892,1.15,160,16.933,946,100.116,40,4.233,496,52.492
ISR,Asia,Israel,3/20/2022,9449000,3764548,7808,6830.143,10479,8,8.286,398407.027,826.331,722.843,1109.006,0.847,0.877,1.2,163,17.251,1010,106.89,38,4.022,541,57.255
ISR,Asia,Israel,3/21/2022,9449000,3777475,12927,7820.714,10485,6,7.571,399775.108,1368.081,827.676,1109.641,0.635,0.801,1.21,151,15.981,1030,109.006,41,4.339,579,61.276
ISR,Asia,Israel,3/22/2022,9449000,3792245,14770,8992.714,10493,8,7.286,401338.237,1563.128,951.711,1110.488,0.847,0.771,1.22,151,15.981,1070,113.239,40,4.233,657,69.531
ISR,Asia,Israel,3/23/2022,9449000,3805699,13454,10009.286,10501,8,7.714,402762.091,1423.854,1059.296,1111.335,0.847,0.816,1.21,153,16.192,1048,110.911,36,3.81,669,70.801
ISR,Asia,Israel,3/24/2022,9449000,3819798,14099,11053.429,10502,1,6.857,404254.207,1492.116,1169.799,1111.44,0.106,0.726,1.19,145,15.346,1004,106.255,28,2.963,684,72.389
ISR,Asia,Israel,3/25/2022,9449000,3831837,12039,11775.429,10510,8,7,405528.31,1274.103,1246.209,1112.287,0.847,0.741,1.2,139,14.711,942,99.693,25,2.646,686,72.6
ISR,Asia,Israel,3/26/2022,9449000,3843652,11815,12416,10517,7,6.571,406778.707,1250.397,1314.001,1113.028,0.741,0.695,1.18,136,14.393,994,105.196,21,2.222,695,73.553
ISR,Asia,Israel,3/27/2022,9449000,3853514,9862,12709.429,10529,12,7.143,407822.415,1043.708,1345.055,1114.298,1.27,0.756,1.16,130,13.758,1055,111.652,19,2.011,705,74.611
ISR,Asia,Israel,3/28/2022,9449000,3869379,15865,13129.143,10539,10,7.714,409501.429,1679.014,1389.474,1115.356,1.058,0.816,1.12,134,14.181,1064,112.605,16,1.693,713,75.458
ISR,Asia,Israel,3/29/2022,9449000,3884713,15334,13209.714,10547,8,7.714,411124.246,1622.817,1398.001,1116.203,0.847,0.816,1.09,131,13.864,1067,112.922,19,2.011,695,73.553
ISR,Asia,Israel,3/30/2022,9449000,3898952,14239,13321.857,10554,7,7.571,412631.178,1506.932,1409.87,1116.944,0.741,0.801,1.05,122,12.911,1053,111.44,17,1.799,708,74.929
ISR,Asia,Israel,3/31/2022,9449000,3911115,12163,13045.286,10562,8,8.571,413918.404,1287.226,1380.6,1117.79,0.847,0.907,1.01,113,11.959,1054,111.546,19,2.011,728,77.045
ISR,Asia,Israel,4/1/2022,9449000,3921820,10705,12854.714,10576,14,9.429,415051.328,1132.924,1360.431,1119.272,1.482,0.998,0.97,118,12.488,980,103.715,24,2.54,742,78.527
ISR,Asia,Israel,4/2/2022,9449000,3932324,10504,12667.429,10580,4,9,416162.98,1111.652,1340.61,1119.695,0.423,0.952,0.93,126,13.335,966,102.233,27,2.857,720,76.199
ISR,Asia,Israel,4/3/2022,9449000,3939691,7367,12311,10592,12,9,416942.639,779.659,1302.889,1120.965,1.27,0.952,0.9,121,12.806,1009,106.784,31,3.281,693,73.341
ISR,Asia,Israel,4/4/2022,9449000,3950479,10788,11585.714,10603,11,9.143,418084.348,1141.708,1226.131,1122.129,1.164,0.968,0.87,111,11.747,1041,110.17,31,3.281,713,75.458
ISR,Asia,Israel,4/5/2022,9449000,3961391,10912,10954,10612,9,9.286,419239.179,1154.831,1159.276,1123.082,0.952,0.983,0.83,119,12.594,997,105.514,36,3.81,687,72.706
ISR,Asia,Israel,4/6/2022,9449000,3970736,9345,10254.857,10615,3,8.714,420228.172,988.994,1085.285,1123.399,0.317,0.922,0.81,119,12.594,963,101.916,36,3.81,669,70.801
ISR,Asia,Israel,4/7/2022,9449000,3978802,8066,9669.571,10624,9,8.857,421081.808,853.635,1023.343,1124.352,0.952,0.937,0.78,112,11.853,961,101.704,36,3.81,660,69.849
ISR,Asia,Israel,4/8/2022,9449000,3985603,6801,9111.857,10632,8,8,421801.566,719.759,964.32,1125.198,0.847,0.847,0.76,105,11.112,924,97.788,30,3.175,669,70.801
ISR,Asia,Israel,4/9/2022,9449000,3992315,6712,8570.143,10640,8,8.571,422511.906,710.34,906.989,1126.045,0.847,0.907,0.74,107,11.324,906,95.883,30,3.175,662,70.06
